Species_Abv,Common Species Name,Species ,ACQ #,Source,Date Admitted,Date Released,Details of rescue,Disposition,Diagnosis,Survive 
TUVU,,,3142-05-091,,3/19/2005,6/24/2005,EMACIATION,RELEASED,TRAUMA - TISSUE,
EASO,,,3143-05-092,INFINGER,3/20/2005,5/25/2005,S HBC,EUTHANIZED,TRAUMA - OU,
GHOW,,,3144-05-093,PRINGLE,3/21/2005,3/21/2005,ORPHANED/FFN,RELEASED,UNINJURED,
EASO,,,3145-05-094,WEBSTER,3/21/2005,3/21/2005,S HBC,EUTHANIZED,"FX - ULNA, L/TRAUMA - OU",
EASO,,,3146-05-095,MITCHUM,3/22/2005,7/16/2005,S HBC,RELEASED,TRAUMA - OU,
BLVU,,,3147-05-096,HARRIS,3/23/2005,3/23/2005,S COLLISION,EUTHANIZED,TRAUMA - TISSUE/FX,
OSPR,,,3148-05-097,"COKER, SCDNR",3/23/2005,4/30/2005,S COLLISION,RELEASED,TRAUMA - TISSUE,
BAEA,,,3149-05-098,BALDING/POWELL,3/23/2005,3/25/2005,S COLLISION,DIED,"FX - WRIST, L, OLD/EMACIATED",
RSHA,,,3150-05-099,CCAC,3/23/2005,3/25/2005,S COLLISION,DIED,TRAUMA - INTERNAL,
BDOW,,,3151-05-100,MITCHUM,3/25/2005,7/10/2005,HBC,RELEASED,TRAUMA - OU,
GHOW,,,3152-05-101,KING,3/25/2005,3/27/2005,EMACIATION,DIED,EMACIATED,
GHOW,,,3153-05-102,EPPS,3/26/2005,3/28/2005,EMACIATION,DIED,"FX - HUMERUS, R/EMACIATED",
BDOW,,,3154-05-103,MCNEELY,3/26/2005,11/26/2005,HBC,RELEASED,FX - METACARPALS,
GHOW,,,3155-05-104,DEMATTIO,3/28/2005,11/10/2005,S COLLISION,EUTHANIZED,TRAUMA - OS,
BAEA,,,3156-05-105,MURPHY(SCDNR),3/28/2005,6/2/2005,ORPHANED,DIED,EMACIATED,
TUVU,,,3157-05-106,CCAC,3/29/2005,4/15/2005,S COLLISION,DIED,"FX - METACARPALS, R",
BAEA,,,3158-05-107,MURPHY(SCDNR),3/29/2005,4/16/2005,ORPHANED/NEST DEST,RELEASED,"FX - WRIST, L",
BAEA,,,3159-05-108,MURPHY(SCDNR),3/29/2005,4/16/2005,ORPHANED/NEST DEST,RELEASED,UNINJURED,
BDOW,,,3160-05-109,WILES,3/29/2005,3/29/2005,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, R",
RTHA,,,3161-05-110,MICHEL,3/29/2005,4/6/2005,EMACIATION,DIED,"FX - TIBIOTARSUS, L",
RTHA,,,3162-05-111,PRIM,4/1/2005,4/13/2005,GUNSHOT,DIED,"FX - METACARPALS, L",
BDOW,,,3163-05-112,CHAMBLIN,4/1/2005,4/1/2005,EMACIATION,DIED,FX - MULTIPLE/EMACIATED,
BDOW,,,3164-05-113,SMITH,4/2/2005,8/7/2005,ORPHANED/FFN,RELEASED,UNINJURED,
BDOW,,,3165-05-114,,4/2/2005,8/31/2005,HBC,RELEASED,TRAUMA - OU-HEAD,
BLVU,,,3166-05-115,MER,4/5/2005,7/22/2005,S HBC,RELEASED,"FX - ULNA, L",
RTHA,,,3167-05-116,,4/5/2005,10/29/2005,S HBC,RELEASED,FX - METACARPALS,
GHOW,,,3168-05-117,,4/5/2005,9/24/2005,ORPHANED,RELEASED,UNINJURED,
GHOW,,,3169-05-118,WAGNER,4/6/2005,4/13/2005,ORPHANED,EUTHANIZED,FX,
BDOW,,,3170-05-119,WELLS,4/8/2005,4/19/2005,TRAPPED/ENTANGLED,EUTHANIZED,TRAUMA - TISSUE,
BWHA,,,3171-05-120,REEVES,4/8/2005,4/24/2005,HBC,EUTHANIZED,TRAUMA - OS/FX - ULNA,
OSPR,,,3172-05-121,ARK VET,4/11/2005,4/12/2005,,DIED,TRAUMA - INTERNAL,
OSPR,,,3173-05-122,LIVE OAK VET,4/14/2005,4/14/2005,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
RTHA,,,3174-05-123,DIXON,4/18/2005,10/29/2005,GUNSHOT,RELEASED,TRAUMA - TISSUE,
BDOW,,,3175-05-124,RIVERBANKS ZOO,4/19/2005,8/7/2005,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
BAEA,,,3176-05-125,WALKER,4/19/2005,4/30/2005,S COLLISION,RELEASED,TRAUMA - TISSUE,
OSPR,,,3177-05-126,CCAC,4/21/2005,4/25/2005,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, L",
BDOW,,,3178-05-127,PINCKNEY,4/23/2005,8/30/2005,HBC,RELEASED,TRAUMA - OU,
GHOW,,,3179-05-128,COLEMAN,4/23/2005,9/24/2005,ORPHANED,RELEASED,UNINJURED,
GHOW,,,3180-05-129,HARRY,4/25/2005,4/28/2005,TRAPPED/ENTANGLED,RELEASED,TRAUMA - HEAD,
GHOW,,,3181-05-130,ARK VET,4/26/2005,4/26/2005,,EUTHANIZED,"TRAUMA - TISSUE, WING-LEG",
BDOW,,,3182-05-131,PARKER,4/27/2005,4/28/2005,S HBC,EUTHANIZED,"FX - WING, R-LEG, L",
BDOW,,,3183-05-132,COASTAL VC,4/27/2005,4/28/2005,S HBC,EUTHANIZED,"FX - HUMERUS-FEMUR, R",
EASO,,,3184-05-133,THAYER,4/30/2005,5/1/2005,S HBC,EUTHANIZED,FX - HUMERUS,
EASO,,,3185-05-134,DEHNE,5/3/2005,5/4/2005,ORPHANED/FFN,RELEASED,UNINJURED,
OSPR,,,3186-05-135,CAMERY,5/3/2005,5/5/2005,COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, R",
EASO,,,3187-05-136,RIVERBANKS ZOO,5/4/2005,7/15/2005,TRANSFER IN/COLLISION,RELEASED,UNINJURED,
RSHA,,,3188-05-137,DUKES,5/5/2005,11/23/2005,HBC,RELEASED,"FX - ULNA, L",
RTHA,,,3189-05-138,RIVERBANKS ZOO,5/6/2005,10/8/2005,TRANSFER IN/EMACIATION,RELEASED,TRAUMA - OS/EMACIATED,
BDOW,,,3190-05-139,RIVERBANKS ZOO,5/6/2005,8/8/2005,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
BDOW,,,3191-05-140,RIVERBANKS ZOO,5/6/2005,8/8/2005,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
BDOW,,,3192-05-141,JENKINS,5/7/2005,11/13/2005,HBC,RELEASED,TRAUMA - HEAD,
RSHA,,,3193-05-142,ELROD,5/7/2005,5/12/2005,ORPHANED/FFN,RELEASED,UNINJURED,
EASO,,,3194-05-143,DEAVERS,5/8/2005,5/24/2005,HBC,EUTHANIZED,TRAUMA - OU,
RTHA,,,3195-05-144,SHEA,5/8/2005,5/17/2005,ORPHANED/FFN,EUTHANIZED,TRAUMA - NEUROLOGICAL,
EASO,,,3196-05-145,BRASINGTON,5/10/2005,5/24/2005,S HBC,EUTHANIZED,TRAUMA - OU,
BDOW,,,3197-05-146,RIVERA,5/10/2005,11/26/2005,S HBC,RELEASED,TRAUMA - OU,
BDOW,,,3198-05-147,RIVERBANKS ZOO,5/11/2005,8/30/2005,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
EASO,,,3199-05-148,,5/12/2005,8/7/2005,ORPHANED,RELEASED,UNINJURED,
EASO,,,3200-05-149,,5/12/2005,8/7/2005,ORPHANED,RELEASED,UNINJURED,
EASO,,,3201-05-150,,5/12/2005,8/7/2005,ORPHANED,RELEASED,UNINJURED,
BDOW,,,3202-05-151,OGDEN,5/12/2005,8/31/2005,ORPHANED,RELEASED,UNINJURED,
EASO,,,3203-05-152,BRENSEN,5/12/2005,5/12/2005,HBC,EUTHANIZED,FX - HUMERUS/TRAUMA - OU,
BLVU,,,3204-05-153,WHITE,5/13/2005,5/13/2005,S COLLISION,EUTHANIZED,,
BDOW,,,3205-05-154,JUDY,5/14/2005,6/2/2005,ORPHANED/FFN,EUTHANIZED,"TRAUMA - LEG, R",
COHA,,,3206-05-155,SMOCK,5/19/2005,5/24/2005,GUNSHOT,EUTHANIZED,"FX - HUMERUS, L",
RSHA,,,3207-05-156,,5/19/2005,6/1/2005,ORPHANED/EMACIATION,EUTHANIZED,TRAUMA - OS/EMACIATED,
GHOW,,,3208-05-157,HODGE,5/20/2005,5/20/2005,S COLLISION,EUTHANIZED,"FX - HUMERUS, R/TRAUMA - OU",
BDOW,,,3209-05-158,DANTZLER,5/22/2005,5/22/2005,TRAPPED/ENTANGLED,EUTHANIZED,TRAUMA - TISSUE,
OSPR,,,3210-05-159,DAWSON,5/23/2005,5/24/2005,EMACIATION,DIED,EMACIATED,
EASO,,,3211-05-160,VARGO,5/24/2005,9/24/2005,ORPHANED,RELEASED,UNINJURED,
GHOW,,,3212-05-161,LITTLE RIVER VET CLINIC,5/28/2005,5/29/2005,S HBC,EUTHANIZED,FX - HUMERUS/TRAUMA - TISSUE,
RTHA,,,3213-05-162,,5/28/2005,10/30/2005,S HBC,RELEASED,TRAUMA - FOOT,
RSHA,,,3214-05-163,,5/30/2005,10/28/2005,ORPHANED/EMACIATION,RELEASED,EMACIATED,
EASO,,,3215-05-164,"MARTIN, MC",6/1/2005,6/1/2005,S HBC,DIED,FX - TARSOMETATARSUS,
EASO,,,3216-05-165,PATRICK,6/3/2005,6/3/2005,EMACIATION,DIED,EMACIATED,
EASO,,,3217-05-166,BOGART,6/4/2005,8/27/2005,ORPHANED,RELEASED,UNINJURED,
BDOW,,,3218-05-167,MILTON,6/4/2005,6/4/2005,S HBC,DIED,TRAUMA - TISSUE/EMACIATED,
EASO,,,3219-05-168,RICHARDSON,6/6/2005,8/27/2005,ORPHANED,RELEASED,UNINJURED,
AMKE,,,3220-05-169,COOPER,6/7/2005,8/13/2005,S COLLISION,RELEASED,EMACIATED,
RTHA,,,3221-05-170,LATHAM,6/7/2005,6/12/2005,ORPHANED/FFN,RELEASED,EMACIATED,
BNOW,,,3222-05-171,BOGGS,6/9/2005,7/2/2005,S COLLISION,RELEASED,TRAUMA - HEAD,
EASO,,,3223-05-172,RIVERBANKS ZOO,6/9/2005,8/6/2005,TRANSFER IN/ORPHANED,RELEASED,UNINJURED,
RSHA,,,3224-05-173,RIVERBANKS ZOO,6/9/2005,6/17/2005,TRANSFER IN/ORPHANED,ESCAPED,UNINJURED,
BDOW,,,3225-05-174,ESPINOZA,6/9/2005,6/9/2005,S HBC,EUTHANIZED,FX - METACARPALS,
EASO,,,3226-05-175,COMBS,6/11/2005,9/24/2005,S HBC,RELEASED,TRAUMA - OU,
TUVU,,,3227-05-176,,6/12/2005,6/19/2005,HBC,DIED,TRAUMA - INTERNAL,
BLVU,,,3228-05-177,FENNESSY,6/12/2005,6/12/2005,EMACIATION,DIED,EMACIATED,
RTHA,,,3229-05-178,WAGGONBRENNER,6/15/2005,6/18/2005,ORPHANED/FFN,RELEASED,UNINJURED,
RTHA,,,3230-05-179,CCAC,6/16/2005,11/9/2005,TRAPPED/ENTANGLED,RELEASED,TRAUMA - FEATHER,
GHOW,,,3231-05-180,BROWN [ARK],6/16/2005,9/29/2005,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, R",
COHA,,,3232-05-181,,6/16/2005,10/23/2005,ORPHANED,DIED,UNINJURED,
AMKE,,,3233-05-182,ELDRIDGE,6/17/2005,6/18/2005,INFECTION,DIED,TRICHOMONIASIS,
EASO,,,3234-05-183,GENDRON,6/18/2005,8/6/2005,ORPHANED,RELEASED,UNINJURED,
OSPR,,,3235-05-184,HERNANDEZ,6/20/2005,7/5/2005,COLLISION,DIED,FX - CLAVICLE-CORACOID,
EASO,,,3236-05-185,,6/21/2005,8/18/2005,S HBC,EUTHANIZED,TRAUMA - OU,
BLVU,,,3237-05-186,COOK,6/22/2005,6/23/2005,S COLLISION,EUTHANIZED,"FX - HOCK, R",
TUVU,,,3238-05-187,BIRT,6/25/2005,8/6/2005,ORPHANED,RELEASED,UNINJURED,
TUVU,,,3239-05-188,BIRT,6/25/2005,8/6/2005,ORPHANED,RELEASED,UNINJURED,
AMKE,,,3240-05-189,RHODES,6/29/2005,8/13/2005,HBC,RELEASED,TRAUMA - OU,
OSPR,,,3241-05-190,WALL,7/1/2005,7/16/2005,TRANSFER IN/ORPHANED,DIED,UNINJURED,
MIKI,,,3242-05-191,EADDY,7/7/2005,7/12/2005,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
RTHA,,,3243-05-192,ROURK,7/9/2005,7/14/2005,EMACIATION,DIED,EMACIATED,
BWHA,,,3244-05-193,HUDSON,7/10/2005,,HBC,TRANSFERRED,TRAUMA - OS,
RTHA,,,3245-05-194,VAUGHN,7/11/2005,11/5/2005,S COLLISION,RELEASED,TRAUMA - HEAD,
MIKI,,,3246-05-195,COHEN,7/12/2005,9/30/2005,ORPHANED,RELEASED,UNINJURED,
TUVU,,,3247-05-196,SVEEC,7/12/2005,8/1/2005,ORPHANED/EMACIATION,DIED,EMACIATED,
RTHA,,,3248-05-197,CHANLER,7/12/2005,,S HBC,TRANSFERRED,TRAUMA - OU,
RTHA,,,3249-05-198,ROCKWELL,7/14/2005,7/14/2005,S HBC,EUTHANIZED,TRAUMA - TISSUE,
OSPR,,,3250-05-199,,7/14/2005,9/9/2005,COLLISION,RELEASED,TRAPPED - WATER,
MIKI,,,3251-05-200,ANDERSON,7/17/2005,9/30/2005,ORPHANED,RELEASED,UNINJURED,
MIKI,,,3252-05-201,NESBIT,7/18/2005,9/30/2005,ORPHANED,RELEASED,UNINJURED,
BAEA,,,3253-05-202,SEALS,7/19/2005,,S COLLISION,TRANSFERRED,"FX - HUMERUS, OLD",
BDOW,,,3254-05-203,SMITH,7/20/2005,11/26/2005,HBC,RELEASED,"FX - RADIUS-ULNA, R",
OSPR,,,3255-05-204,CCAC,7/22/2005,9/9/2005,S COLLISION,RELEASED,TRAPPED - WATER,
GHOW,,,3256-05-205,BROWN,7/22/2005,7/27/2005,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, R",
RTHA,,,3257-05-206,LITTLE,7/22/2005,11/2/2005,S COLLISION,EUTHANIZED,FX - ULNA,
EASO,,,3258-05-207,MPVEH,7/24/2005,7/25/2005,S HBC,DIED,"FX - RADIUS-ULNA, L",
COHA,,,3259-05-208,JACKSON,7/25/2005,8/1/2005,S COLLISION,EUTHANIZED,TRAUMA - OU,
BDOW,,,3260-05-209,WAGNER,7/25/2005,7/24/2006,S HBC,RELEASED,TRAUMA - TISSUE-OU,
RTHA,,,3261-05-210,HILL,7/26/2005,12/30/2005,S COLLISION,RELEASED,FX - METACARPALS,
MIKI,,,3262-05-211,RIVERBANKS ZOO,7/28/2005,9/30/2005,TRANSFER IN,RELEASED,UNINJURED,
OSPR,,,3263-05-212,FARMER,7/29/2005,8/27/2005,S COLLISION,RELEASED,UNINJURED,
RTHA,,,3264-05-213,SIMMONS,7/29/2005,7/30/2005,HBC,DIED,TRAUMA - INTERNAL,
OSPR,,,3265-05-214,BRADSHAW,7/29/2005,8/1/2005,S COLLISION,DIED,TRAUMA - NEUROLOGICAL,
RTHA,,,3266-05-215,DAWSEY,7/30/2005,7/31/2005,EMACIATION,DIED,EMACIATED,
OSPR,,,3267-05-216,PLANTS,7/30/2005,9/23/2005,S COLLISION,DIED,"FX - RADIUS-ULNA, R",
OSPR,,,3268-05-217,,7/30/2005,8/15/2005,S COLLISION,DIED,,
BDOW,,,3269-05-218,GENTRY,7/31/2005,11/26/2005,S HBC,RELEASED,TRAUMA - OU,
RTHA,,,3270-05-219,HINES,8/2/2005,8/4/2005,HBC,EUTHANIZED,"FX - HUMERUS-RADIUS, R",
BLVU,,,3271-05-220,KOHSER,8/2/2005,8/18/2005,EMACIATION,EUTHANIZED,TRAUMA - OU,
OSPR,,,3272-05-221,OLIVETTI,8/2/2005,8/2/2005,TRAPPED/ENTANGELED,EUTHANIZED,TRAUMA - TISSUE,
OSPR,,,3273-05-222,WHITE,8/3/2005,8/15/2005,S COLLISION,DIED,TRAUMA - HEAD,
MIKI,,,3274-05-223,DAWSON,8/6/2005,9/28/2005,S COLLISION,EUTHANIZED,FX - ELBOW,
BDOW,,,3275-05-224,BARRETT,8/6/2005,8/6/2005,S HBC,EUTHANIZED,TRAUMA - OU,
MIKI,,,3276-05-225,,8/7/2005,,S COLLISION,TRANSFERRED,FX - HUMERUS,
BDOW,,,3277-05-226,,8/9/2005,11/30/2005,S HBC,RELEASED,"FX - RADIUS-ULNA, L",
MIKI,,,3278-05-227,ORCUTT,8/11/2005,9/25/2005,S HBC,DIED,TRAUMA - OU,
BDOW,,,3279-05-228,DEPASQUALE,8/12/2005,12/21/2005,S HBC,RELEASED,TRAUMA - OU,
MIKI,,,3280-05-229,WARNER,8/13/2005,9/15/2005,S HBC,EUTHANIZED,TRAUMA - TISSUE,
COHA,,,3281-05-230,SNOW,8/14/2005,8/14/2005,S COLLISION,EUTHANIZED,TRAUMA - TISSUE,
OSPR,,,3282-05-231,LUTZ,8/15/2005,8/25/2005,S COLLISION,RELEASED,UNINJURED,
RTHA,,,3283-05-232,HARE,8/20/2005,8/22/2005,EMACIATION,DIED,EMACIATED,
MIKI,,,3284-05-233,FISH,8/21/2005,8/22/2005,S COLLISION,EUTHANIZED,FX - HUMERAL CONDYLE,
OSPR,,,3285-05-234,HUMPHRIES,8/23/2005,12/14/2005,S COLLISION,RELEASED,TRAUMA - NEUROLOGICAL,
OSPR,,,3286-05-235,MULLIS,8/23/2005,1/31/2012,S COLLISION,TRANSFERRED/EUTHANIZED,TRAUMA - OS,
RTHA,,,3287-05-236,CLEMENT,8/25/2005,8/26/2005,ELECTRIC SHOCK,EUTHANIZED,TRAUMA - TISSUE,
GHOW,,,3288-05-237,HORRY CO. SPCA,8/25/2005,8/27/2005,EMACIATION,DIED,EMACIATED,
GHOW,,,3289-05-238,BRYANT,8/27/2005,9/29/2005,S COLLISION,EUTHANIZED,TRAUMA - SPINAL,
MIKI,,,3290-05-239,PLAYER,8/27/2005,9/30/2005,S COLLISION,RELEASED,"FX - TIBIOTARSUS, B",
RTHA,,,3291-05-240,,8/27/2005,12/30/2005,,RELEASED,TRAUMA - TISSUE,
BDOW,,,3292-05-241,JUDY,8/30/2005,11/30/2005,HBC,RELEASED,"FX - ULNA, R",
EASO,,,3293-05-242,CYPRESS GARDENS,8/31/2005,9/16/2005,TRANSFER IN,DIED,TRAUMA - NEUROLOGICAL,
RTHA,,,3294-05-243,ROWELL,9/1/2005,9/2/2005,EMACIATION,DIED,EMACIATED,
COHA,,,3295-05-244,COTTINGHAM,9/3/2005,9/8/2005,S COLLISION,EUTHANIZED,"FX - HUMERUS, L/TRAUMA - OS",
BDOW,,,3296-05-245,SIMMONS,9/5/2005,9/8/2005,S HBC,EUTHANIZED,"FX - HUMERUS, L",
TUVU,,,3297-05-246,COSTELLO,9/8/2005,9/13/2005,S HBC,DIED,TRAUMA - NEUROLOGICAL,
BLVU,,,3298-05-247,CCAC,9/8/2005,9/11/2005,S HBC,EUTHANIZED,FX - HUMERUS/TRAUMA - INTERNAL,
RTHA,,,3299-05-248,BUTLER,9/9/2005,10/23/2005,S COLLISION,RELEASED,TRAUMA - HEAD,
BDOW,,,3300-05-249,OGDEN,9/10/2005,11/30/2005,S HBC,RELEASED,TRAUMA - OU,
BLVU,,,3301-05-250,MODICA,9/12/2005,12/14/2005,S COLLISION,RELEASED,"TRAUMA - WRIST, L",
BLVU,,,3302-05-251,JACKSON,9/16/2005,9/21/2005,S COLLISION,DIED,TRAUMA - NEUROLOGICAL,
EASO,,,3303-05-252,BOGART,9/18/2005,10/28/2005,S HBC,RELEASED,TRAUMA - OU,
BDOW,,,3304-05-253,HENDRIX,9/20/2005,12/21/2005,HBC,RELEASED,TRAUMA - OU,
GHOW,,,3305-05-254,KEIFFER,9/20/2005,9/29/2005,UNKNOWN,EUTHANIZED,,
GHOW,,,3306-05-255,HENDERSON,9/25/2005,9/29/2005,ELECTRIC SHOCK,EUTHANIZED,TRAUMA - TISSUE,
GHOW,,,3307-05-256,PACKARD,9/25/2005,12/31/2005,S HBC,RELEASED,TRAUMA - OU-TISSUE,
RTHA,,,3308-05-257,CAULDER,9/26/2005,9/27/2005,S COLLISION,EUTHANIZED,"FX - HUMERUS, R",
GHOW,,,3309-05-258,WRIGHT,9/29/2005,11/10/2005,TRAPPED/ENTANGLED,RELEASED,TRAUMA - SHOULDER,
COHA,,,3310-05-259,DUDLEY,9/30/2005,9/30/2005,EMACIATION,DIED,EMACIATED/TRAUMA - FOOT,
RTHA,,,3311-05-260,RIVERBANKS ZOO,10/3/2005,1/26/2006,TRANSFER IN/S HBC,RELEASED,TRAUMA - SPINAL,
MIKI,,,3312-05-261,RIVERBANKS ZOO,10/3/2005,6/11/2006,TRANSFER IN/INFECTION,RELEASED,TRICHOMONIASIS,
RTHA,,,3313-05-262,RIVERBANKS ZOO,10/3/2005,12/30/2005,TRANSFER IN/S HBC,RELEASED,"FX - CORACOID, R",
PEFA,,,3314-05-263,BOGART,10/5/2005,3/1/2006,S COLLISION,RELEASED,"FX - METACARPALS, L",
BDOW,,,3315-05-264,LINDENMAYER,10/5/2005,11/30/2005,S HBC,RELEASED,TRAUMA - OU-HEAD,
RTHA,,,3316-05-265,PET VET,10/5/2005,12/30/2005,HBC,RELEASED,TRAUMA - HEAD,
GHOW,,,3317-05-266,CCAC,10/6/2005,10/6/2005,,EUTHANIZED,"TRAUMA - TISSUE, WING, L",
MERL,,,3318-05-267,,10/6/2005,2/15/2006,S COLLISION,NR/EUTHANIZED,"FX - HUMERUS, L",
MERL,,,3319-05-268,GRIFFITH,10/6/2005,10/7/2005,EMACIATION,DIED,EMACIATED,
BDOW,,,3320-05-269,,10/8/2005,2/1/2006,S HBC,RELEASED,"FX - HUMERUS, R",
RTHA,,,3321-05-270,CYPRESS GARDENS,10/10/2005,10/11/2005,TRANSFER IN,DIED,,
TUVU,,,3322-05-271,,10/11/2005,10/11/2005,GUNSHOT,EUTHANIZED,FX - MULTIPLE/TRAUMA - TISSUE,
RTHA,,,3323-05-272,BEATY,10/14/2005,10/19/2005,ELECTRIC SHOCK,DIED,TRAUMA - TISSUE/EMACIATED,
OSPR,,,3324-05-273,ROWE,10/16/2005,6/29/2006,TRAPPED/ENTANGLED,EUTHANIZED,TRAUMA - TISSUE,
EASO,,,3325-05-274,JUDY,10/18/2005,10/19/2005,HBC,DIED,TRAUMA - OS,
GHOW,,,3326-05-275,CAMPBELL,10/18/2005,10/21/2005,S HBC,DIED,"FX - HUMERUS-RADIUS, R",
BDOW,,,3327-05-276,,10/24/2005,1/21/2006,S HBC,RELEASED,TRAUMA - OU,
RTHA,,,3328-05-277,RIVERBANKS ZOO,10/25/2005,1/18/2006,TRANSFER IN/HBC,RELEASED,"FX - ULNA, L",
COHA,,,3329-05-278,BELFLOWER,10/29/2005,10/30/2005,HBC,DIED,TRAUMA - INTERNAL,
RSHA,,,3330-05-279,MACNEAL,10/30/2005,11/1/2005,S HBC,EUTHANIZED,"FX - HUMERUS, L",
RTHA,,,3331-05-280,THOMPSON,10/30/2005,10/30/2005,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, R/TRAUMA - TISSUE",
RSHA,,,3332-05-281,SANTEE SP,10/30/2005,10/31/2005,S COLLISION,DIED,TRAUMA - SPINAL,
RTHA,,,3333-05-282,HEDRICK,10/31/2005,10/31/2005,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, R/TRAUMA - TISSUE",
RTHA,,,3334-05-283,AVERY,11/3/2005,11/29/2005,HBC,EUTHANIZED,"TRAUMA - OU/FX - WRIST, R",
RTHA,,,3335-05-284,DANGERFIELD,11/4/2005,6/21/2006,S COLLISION,RELEASED,FX - LEGS,
EASO,,,3336-05-285,SMITH,11/7/2005,1/21/2006,S HBC,RELEASED,TRAUMA - OU,
EASO,,,3337-05-286,BEALIDA,11/7/2005,1/21/2006,S HBC,RELEASED,TRAUMA - OU,
GHOW,,,3338-05-287,SWINDOLL,11/10/2005,11/10/2005,S HBC,EUTHANIZED,FX - HUMERUS-TIBIOTARSUS,
BDOW,,,3339-05-288,SMITH,11/12/2005,9/13/2006,S HBC,RELEASED,TRAUMA - OU,
RTHA,,,3340-05-289,MCGHIE,11/12/2005,3/28/2006,S HBC,EUTHANIZED,TRAUMA - OU-HEAD,
AMKE,,,3341-05-290,BUCHANAN,11/13/2005,11/15/2005,S HBC,EUTHANIZED,TRAUMA - OU,
COHA,,,3342-05-291,LADY,11/13/2005,3/1/2006,S COLLISION,RELEASED,FX - CORACOID,
COHA,,,3343-05-292,ARK VET,11/14/2005,11/18/2005,S COLLISION,DIED,TRAUMA - NEUROLOGICAL,
RTHA,,,3344-05-293,CHASE,11/15/2005,11/20/2005,GUNSHOT,DIED,FX - ULNA/TRAUMA - OU,
EASO,,,3345-05-294,WAGNER,11/19/2005,3/2/2006,S HBC,RELEASED,FX - METACARPALS/TRAUMA - OU,
COHA,,,3346-05-295,BREWER,11/21/2005,12/15/2005,S COLLISION,EUTHANIZED,TRAUMA - SPINAL,
RTHA,,,3347-05-296,HUMPHRIES,11/23/2005,7/12/2006,HBC,RELEASED,FX - CORACOID,
BDOW,,,3348-05-297,OGDEN,11/24/2005,4/26/2006,HBC,RELEASED,TRAUMA - OU,
RTHA,,,3349-05-298,LIVINGSTON,11/25/2005,11/25/2005,GUNSHOT,EUTHANIZED,"FX - RADIUS-ULNA, L",
RSHA,,,3350-05-299,NEIDERHISER,11/26/2005,11/29/2005,HBC,EUTHANIZED,"FX - HUMERAL CONDYLE, L",
RTHA,,,3351-05-300,COLE,11/27/2005,7/22/2006,S COLLISION,RELEASED,FX - BEAK,
RSHA,,,3352-05-301,CORRELL,11/28/2005,5/12/2006,S COLLISION,RELEASED,"FX - METACARPALS, R",
BDOW,,,3353-05-302,PHILLIPS,11/30/2005,12/1/2005,S HBC,DIED,"FX - HUMERUS, L",
RSHA,,,3354-05-303,CCAC,12/1/2005,12/11/2005,HBC,DIED,"FX - FEMUR, L",
EASO,,,3355-05-304,,12/1/2005,1/25/2006,S HBC,EUTHANIZED,"FX - HUMERUS, L",
EASO,,,3356-05-305,HARGROVE,12/2/2005,12/28/2005,HBC,RELEASED,TRAUMA - HEAD,
BAEA,,,3357-05-306,WATSON,12/4/2005,4/21/2006,TOXICITY,RELEASED,TOXICITY - BARBITURATE,
BDOW,,,3358-05-307,BOYD,12/5/2005,12/6/2005,HBC,EUTHANIZED,FX - MULTIPLE,
BDOW,,,3359-05-308,PHILLIPS,12/5/2005,12/5/2005,S HBC,EUTHANIZED,TRAUMA - OU,
EASO,,,3360-05-309,ADDISION/COKER,12/6/2005,12/6/2005,S HBC,EUTHANIZED,"FX - ELBOW, R-METACARPAL-RADIUS, L",
TUVU,,,3361-05-310,MB HUMANE SOCIETY,12/7/2005,12/7/2005,GUNSHOT,EUTHANIZED,"FX - RADIUS-ULNA, R, OLD",
BDOW,,,3362-05-311,ROSA,12/8/2005,12/10/2005,S COLLISION,DIED,TRAUMA - NEUROLOGICAL,
BDOW,,,3363-05-312,HOPE(SCDNR),12/9/2005,8/25/2006,S HBC,RELEASED,FX - TARSOMETATARSUS/TRAUMA - OS,
RTHA,,,3364-05-313,HARRY,12/12/2005,12/12/2005,EMACIATION,EUTHANIZED,"TRAUMA - FOOT, R/EMACIATED",
EASO,,,3365-05-314,GASPER,12/12/2005,1/10/2006,HBC,RELEASED,TRAUMA - HEAD,
RSHA,,,3366-05-315,TALLENT,12/15/2005,8/13/2006,HBC,RELEASED,TRAUMA - OS-FEATHER,
BDOW,,,3367-05-316,,12/15/2005,4/14/2006,S ENTANGLED,RELEASED,"FX - HUMERUS, L",
RTHA,,,3368-05-317,PRUITT,12/17/2005,12/18/2005,EMACIATION,DIED,"FX - WING, R/EMACIATED",
